Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,150.21538659589302,150.51931922618928,149.9114039576764,150.49671415301123,150.49671415301123,2193387
2018-01-02,150.42544056906493,151.9331937681386,149.26759395141661,150.35844985184005,150.35844985184005,1130697
2018-01-03,151.52207760764483,151.61900403534747,150.73930571889431,151.00613838994073,151.00613838994073,3946878
2018-01-04,150.96662238946223,152.60968425236723,151.14588144240213,152.52916824634877,152.52916824634877,4325156
2018-01-05,151.76596219427913,153.47171931359173,150.70499179776849,152.29501487162543,152.29501487162543,3623229
2018-01-08,152.85514259429806,152.85624674354236,151.73416901518993,152.06087791467624,152.06087791467624,2985500
2018-01-09,152.3858013070144,155.58769155689794,153.43146455547986,153.64009073018363,153.64009073018363,3972881
2018-01-10,154.70108339150318,155.49592278434395,154.11649449376182,154.40752545933654,154.40752545933654,4906990
2018-01-11,152.5814692687782,154.4885294354756,152.1837959496046,153.9380510734016,153.9380510734016,2309989
2018-01-12,154.9470410994211,155.89948884625554,153.42423259347487,154.48061111698757,154.48061111698757,1168678
2018-01-15,153.98155194187763,154.56017742926053,153.0826714321601,154.0171934241751,154.0171934241751,1431856
2018-01-16,151.93633185469935,155.35995025341998,153.33804003240013,153.55146367060485,153.55146367060485,2616999
2018-01-17,154.95816529662804,154.54286988318563,152.49431392865694,153.79342594217087,153.79342594217087,2085643
2018-01-18,151.14555412071505,152.9798828230655,150.14414651372292,151.8801456975131,151.8801456975131,1975924
2018-01-19,149.34497542798567,150.25637407264853,148.49885612635316,150.15522786500006,150.15522786500006,1803789
2018-01-22,149.79350953299002,150.44518281166353,148.34083091779746,149.59294033575907,149.59294033575907,1170923
2018-01-23,149.72874656485337,150.24483629474662,148.4295517821213,148.58010921542464,148.58010921542464,1300406
2018-01-24,147.87853472904152,150.5056541587466,148.66956249366788,148.8943565480199,148.8943565480199,1517961
2018-01-25,148.04801232234666,148.43496959020575,147.88771449827905,147.9863324724987,147.9863324724987,4353653
2018-01-26,147.002845271494,147.02618691318455,146.0590703381785,146.57402877116343,146.57402877116343,4990803
2018-01-29,148.7327831473481,149.67428816451144,147.76835460576422,148.03967754008497,148.03967754008497,2035598
2018-01-30,147.99034279487566,149.6746980799371,147.29380515909358,147.81390123959844,147.81390123959844,3511902
2018-01-31,147.51440160520303,148.07215128683237,147.11131333284845,147.88142944428637,147.88142944428637,3974854
2018-02-01,145.6290910374242,147.35679853692537,144.57071568993064,146.4566812580729,146.4566812580729,4640377
2018-02-02,145.9984424165941,146.5872070914762,144.69154641398436,145.91229853354773,145.91229853354773,1163944
2018-02-05,144.951082111272,147.76459803417248,144.35327355189168,146.0232211232576,146.0232211232576,3596105
2018-02-06,141.95087706234068,145.03927737519533,143.45152454441063,144.8722275458353,144.8722275458353,4022345
2018-02-07,145.6844853683386,145.67017744929703,145.02291930312768,145.24792556418095,145.24792556418095,3690543
2018-02-08,145.55122171534836,146.15222354943515,143.17544606151426,144.64728687426216,144.64728687426216,3969852
2018-02-09,141.99266068892703,144.4581808224313,143.8053953613506,144.35559312446887,144.35559312446887,4756326
2018-02-12,142.74415580752955,144.73895727366806,142.47567081825008,143.7538865122395,143.7538865122395,2530523
2018-02-13,146.22531895775361,146.49037876610785,144.92424074946243,145.6061646967484,145.6061646967484,3606237
2018-02-14,147.6501629417222,146.26146982998796,143.59732294548115,145.59266747201048,145.59266747201048,1561700
2018-02-15,144.55575025073,145.32410117369244,144.00785358406102,144.5349565430546,144.5349565430546,2358454
2018-02-16,144.62949851392864,146.41738262901825,144.79924051360922,145.35750145515777,145.35750145515777,3600002
2018-02-19,143.9537613640819,144.45939252196354,142.27531329406196,144.13665780518676,144.13665780518676,4495665
2018-02-20,145.7203978193397,145.48951315675868,144.29623259091886,144.3455214001915,144.3455214001915,4871018
2018-02-21,141.7398870971872,143.99671593491172,140.99247330056534,142.38585127631174,142.38585127631174,4640782
2018-02-22,140.25847322076305,142.57798708699363,139.60701244594156,141.0576652274133,141.0576652274133,2070804
2018-02-23,140.77178294110038,141.56232627266996,139.58176930846162,141.25452646328242,141.25452646328242,3217779
2018-02-26,141.03966443501912,142.2914919827608,140.0441144220009,141.99299304327783,141.99299304327783,3437220
2018-02-27,142.2870316404626,142.70071005995766,140.2131574861545,142.16436132446782,142.16436132446782,4681335
2018-02-28,143.67339150054912,142.77086249476162,141.91815952694662,142.04871304207956,142.04871304207956,3103627
2018-03-01,142.0706886196063,142.56452050930724,140.10393070098445,141.74760934649026,141.74760934649026,3849603
2018-03-02,140.01673385399656,141.62848178978953,138.97646748880808,140.26908735612284,140.26908735612284,4098350
2018-03-05,139.25743187881258,139.6626040120598,138.25455887898195,139.54924314772813,139.54924314772813,2718664
2018-03-06,137.5254135680717,139.1579497852205,138.83190452353898,139.08860437676836,139.08860437676836,1241382
2018-03-07,141.02883638013444,140.9295477288751,138.845352270096,140.14572660298728,140.14572660298728,1815977
2018-03-08,140.41150769554292,141.88367227683167,138.52437973135324,140.48934489255572,140.48934489255572,4504508
2018-03-09,138.54582482360237,139.11317542310596,136.9026675981141,138.726304737193,138.726304737193,3613339
2018-03-12,142.24349627443266,140.3333976691003,138.1721273849781,139.0503887065878,139.0503887065878,2016254
2018-03-13,138.96405933453715,139.18496270205208,138.5854104795993,138.66530642617147,138.66530642617147,2802348
2018-03-14,137.23659337577033,139.76055664349255,137.26379744586512,137.98838442586552,137.98838442586552,2765692
2018-03-15,138.17370311850084,140.39144060323963,136.94728009150526,138.6000607147064,138.6000607147064,3821287
2018-03-16,140.7795059463991,140.225634645765,138.22806203427203,139.63106023720235,139.63106023720235,4577643
2018-03-19,140.6756107668563,141.02232786424503,139.64365304513063,140.56234035631854,140.56234035631854,1430037
2018-03-20,138.28484485477853,140.54573077722836,139.61291976277823,139.72312283309589,139.72312283309589,3389911
2018-03-21,140.33313939181988,139.89497362760497,138.56012100159808,139.41391045724467,139.41391045724467,4945906
2018-03-22,139.07702980310927,141.08994157523165,138.8071240092125,139.74517388864825,139.74517388864825,4625401
2018-03-23,142.59401679198817,142.37284838486718,138.86360794998234,140.7207190157706,140.7207190157706,2726681
2018-03-26,141.32159284363993,141.58772903974773,138.959372570761,140.2415447779253,140.2415447779253,3360541
2018-03-27,139.60856390560275,141.70458669576018,139.4325799679522,140.0558858012615,140.0558858012615,1117408
2018-03-28,140.2305671889906,139.74353515167041,137.89891429835404,138.94955082725548,138.94955082725548,1636431
2018-03-29,137.8211997137022,138.06597814459252,137.6212335875305,137.7533442031748,137.7533442031748,2990933
2018-03-30,139.4186437006912,140.04177192036417,136.62073355426952,138.56587002556898,138.56587002556898,4435504
2018-04-02,140.4068428714343,140.6430590644229,139.20199025027836,139.9221100541398,139.9221100541398,1799288
2018-04-03,139.00374327756862,141.19264158301775,138.89436522273323,139.8500999325595,139.8500999325595,2236541
2018-04-04,140.21008299813406,141.39492071441504,140.14306488197766,140.85363283045152,140.85363283045152,3036721
2018-04-05,142.2452296730803,141.3777281251125,139.85024539526674,141.21526885549915,141.21526885549915,4378026
2018-04-06,140.23537376878747,142.55531269186955,139.24568478423484,140.570149100894,140.570149100894,2640913
2018-04-09,140.52789624316043,141.24394772226364,139.50090008534417,140.93154470640243,140.93154470640243,2893190
2018-04-10,141.51445869351903,144.44642326079537,141.93329481364455,142.4695812728684,142.4695812728684,2968881
2018-04-11,142.85735429935193,144.38831509889135,141.80241827143033,142.43375523375846,142.43375523375846,4898969
2018-04-12,146.0609238088156,145.58603509738853,143.74789642738003,143.99839888957246,143.99839888957246,2783367
2018-04-13,140.3111208712284,142.6974997096467,140.06763384179047,141.3786537854827,141.3786537854827,2743685
2018-04-16,142.2247757465307,143.3561703903601,142.12096203518664,142.20055628985793,142.20055628985793,4350557
2018-04-17,143.69982391351152,144.01980644885177,141.0922386870492,142.2876033580961,142.2876033580961,1317798
2018-04-18,141.90895461638453,142.5674750508692,140.24920423792696,141.98859600763024,141.98859600763024,2251222
2018-04-19,142.53272858041547,143.01571920913548,140.29869248758646,142.08035678416573,142.08035678416573,1490783
2018-04-20,139.03039434141797,141.33156780829788,139.19471234882494,140.09278786956486,140.09278786956486,1841813
2018-04-23,140.30142307893496,140.6954969334663,138.95450860530119,139.87311598172732,139.87311598172732,2107177
2018-04-24,140.04308428823452,141.08520146141962,140.07629018722304,140.23022855323907,140.23022855323907,4291882
2018-04-25,142.69385259366047,142.36869193298477,140.36659254709454,141.7081225979806,141.7081225979806,3767160
2018-04-26,142.3772384312717,142.31831601307604,139.54733353896128,141.18985237970696,141.18985237970696,1786796
2018-04-27,142.97092241883237,142.082507832844,139.89204866760434,140.38135877681376,140.38135877681376,2214216
2018-04-30,140.45923490644282,140.28265848924187,139.0369999699625,139.87960173322924,139.87960173322924,4094302
2018-05-01,141.12080016751347,142.66386992843817,139.11732517740074,140.7950038509313,140.7950038509313,1464710
2018-05-02,141.31813926216833,142.50193026808745,139.3695140252664,141.123754960591,141.123754960591,4875720
2018-05-03,140.24082846401325,142.24054118218402,140.10763479629549,140.59399475682395,140.59399475682395,2318156
2018-05-04,141.445746033399,142.21964357519732,140.00612092085458,141.1072621899373,141.1072621899373,4494585
2018-05-07,140.9089383291463,142.76337314213345,140.81935343801368,141.20433973928533,141.20433973928533,2992834
2018-05-08,142.34144570608785,142.20538552449716,141.96922720153913,142.17298472981824,142.17298472981824,4992354
2018-05-09,142.78852917154884,143.10769248549994,139.64869063315695,141.47093163594087,141.47093163594087,4170272
2018-05-10,140.13672692406348,141.22354720751383,139.5022544808789,141.1432694893431,141.1432694893431,2111871
2018-05-11,141.89103989734,142.53098808893665,139.23109153260458,140.75116133621094,140.75116133621094,2454430
2018-05-14,140.6047614554187,141.27157188255612,139.19011375045255,139.28764638807883,139.28764638807883,1721075
2018-05-15,139.46569813815233,140.17190158949697,137.8963090797229,139.5837666651434,139.5837666651434,3166561
2018-05-16,137.72296703831472,140.2654590498949,138.96873378551254,139.8448219373233,139.8448219373233,4919736
2018-05-17,139.2421134068713,141.38066212168184,139.16514514737403,139.84993539396575,139.84993539396575,2000610
2018-05-18,140.91234280715173,140.12140094243114,138.52239553853988,139.61534826059062,139.61534826059062,1521998
2018-05-21,138.17710945624134,139.93110228488462,138.0172710330931,138.1999775185402,138.1999775185402,4796855
2018-05-22,136.7800299634799,137.98501738008977,136.26603909707003,137.77933219577483,137.77933219577483,3473055
2018-05-23,136.93184275801985,137.68852807200676,136.27174752547145,137.43661767924806,137.43661767924806,2327877
2018-05-24,137.474960436531,138.59264352022768,136.26116021628013,136.63434041002645,136.63434041002645,4322365
2018-05-25,137.01978826656182,137.82073249490045,136.09659029882235,136.47305469836044,136.47305469836044,3822508
2018-05-28,136.6381734560053,138.5708800040329,136.50860825202963,136.87710555517498,136.87710555517498,3687328
2018-05-29,138.3964670445708,139.41195021108854,138.64928668128164,138.7632914563855,138.7632914563855,3284319
2018-05-30,138.54611112017352,140.29083676825854,137.76227237047397,138.93786926921734,138.93786926921734,2899955
2018-05-31,138.27300947544163,140.3839033145573,137.5147233047631,139.19541965994011,139.19541965994011,2528914
2018-06-01,140.73634943364337,140.32727398441983,139.08597731619915,139.12097374417394,139.12097374417394,2905888
2018-06-04,136.87988205966354,138.56726744795034,137.10419323893234,137.2022025288749,137.2022025288749,1004507
2018-06-05,138.3928471742512,138.32640699968388,136.03014810005178,137.17568865342568,137.17568865342568,2938142
2018-06-06,138.75723491528916,138.09404360197206,135.5969274925946,137.23591886336672,137.23591886336672,2092564
2018-06-07,140.69747187399997,140.2510063646131,139.04568319471474,139.699160975852,139.699160975852,3457717
2018-06-08,139.07517969835283,141.0439626728973,138.80757121345545,139.50680001107088,139.50680001107088,1672225
2018-06-11,140.2120774437411,140.26089221341087,138.61565435841092,139.80834735340449,139.80834735340449,4510463
2018-06-12,139.74943997730833,141.15834419600807,139.22520980545096,139.77363558369925,139.77363558369925,2440334
2018-06-13,137.70125568534957,139.07162319137836,138.55174081392434,138.6049575460797,138.6049575460797,3124365
2018-06-14,140.07213964231633,140.99844070050364,138.27732332439155,139.74778036059473,139.74778036059473,4070610
2018-06-15,139.3206736021217,141.99386992753955,139.2484135673986,140.4997133932815,140.4997133932815,4203178
2018-06-18,142.4784247287861,141.72817311813762,140.12923334221324,141.29074534032455,141.29074534032455,1397693
2018-06-19,139.91674058823142,140.50124448725242,138.89798962754617,140.3813578855298,140.3813578855298,4732238
2018-06-20,141.98531185233875,142.04609968245427,140.43369052134184,141.78415219646593,141.78415219646593,2972613
2018-06-21,140.66558900521977,141.59429506821567,139.97053715731698,140.38230113367362,140.38230113367362,3615880
2018-06-22,140.71025325376982,142.6680510399254,140.2641961335872,140.9691582274739,140.9691582274739,4824484
2018-06-25,143.74630765475914,143.24960749575473,142.90739356992663,143.15961385328387,143.15961385328387,4158483
2018-06-26,141.69417387153067,143.6373800462365,141.90936350131744,142.1690775281532,142.1690775281532,2704801
2018-06-27,142.47407709600765,142.28541709045052,140.25038830583733,141.60277979855042,141.60277979855042,4287973
2018-06-28,140.3564514833913,142.6594879034771,139.98523094967308,141.70243116363807,141.70243116363807,4335705
2018-06-29,141.32533508906826,143.056674609213,139.27349034179957,141.19895550952185,141.19895550952185,2217745
2018-07-02,141.58722107751402,140.31223508792743,138.39159784335686,139.64829207845574,139.64829207845574,2344091
2018-07-03,138.71652372865617,140.64752892114072,139.34865240653983,139.71685505326175,139.71685505326175,3332284
2018-07-04,137.9768063690108,138.68191616905702,138.4432506486378,138.65455133953566,138.65455133953566,1404470
2018-07-05,139.64205161982974,139.2913412101805,137.5024418270973,139.12814377017082,139.12814377017082,1135090
2018-07-06,138.38830131787662,138.7259027182066,137.05120658321704,138.20871953593704,138.20871953593704,1791624
2018-07-09,140.10928404022812,139.8143584225967,138.52208389892712,139.75865394095456,139.75865394095456,3885599
2018-07-10,139.464587778766,140.23815130071486,137.41247647110893,138.97540064861835,138.97540064861835,1894586
2018-07-11,139.28806060097443,139.50613584601592,137.24678467694775,138.65333913241267,138.65333913241267,1724276
2018-07-12,140.57655619173855,140.56314675523836,137.79793984407013,139.46685634978232,139.46685634978232,2601207
2018-07-13,138.64581069027687,138.58528640514103,138.1235642224286,138.23599203334837,138.23599203334837,1855738
2018-07-16,138.22219431333394,139.05531602682572,136.9684106944595,138.4634519679525,138.4634519679525,2054405
2018-07-17,140.44316842343767,141.0982436719404,138.06888920759073,139.77059472223493,139.77059472223493,2607245
2018-07-18,140.0629934225689,140.0937169349345,137.59084140275706,138.1631114876737,138.1631114876737,3995035
2018-07-19,138.21511159982344,138.44857889341043,137.06685079821952,138.347745346206,138.347745346206,3309305
